"","shop","URL","type","name","ingredients","Valeurs Energétiques en Kj (ap100g/ml)","Valeurs Energétiques en Kcal (ap100g/ml)","Matières grasses (en g) (ap100g/ml)","dont acides gras saturés (en g) (ap100g/ml)","Glucides (en g) (ap100g/ml)","dont sucres (en g) (ap100g/ml)","Protéines (en g) (ap100g/ml)","Sel (en g) (ap100g/ml)","Valeurs Energétiques en Kj (ap_jour_%)","Valeurs Energétiques en Kcal (ap_jour_%)","Matières grasses (en g) (ap_jour_%)","dont acides gras saturés (en g) (ap_jour_%)","Glucides (en g) (ap_jour_%)","dont sucres (en g) (ap_jour_%)","Protéines (en g) (ap_jour_%)","Sel (en g) (ap_jour_%)","Fibres alimentaires (en g) (ap100g/ml)","Fibres alimentaires (en g) (ap_jour_%)","Vitamine D (en µg) (ap100g/ml)","Calcium (en mg) (ap100g/ml)","Vitamine D (en µg) (ap_jour_%)","Calcium (en mg) (ap_jour_%)","Amidon (en g) (ap100g/ml)","Vitamine E (en mg) (ap100g/ml)","Vitamine C (en mg) (ap100g/ml)","Vitamine B6 (en mg) (ap100g/ml)","Potassium (en mg) (ap100g/ml)","Chlorure (en mg) (ap100g/ml)","Magnésium (en mg) (ap100g/ml)","Zinc (en mg) (ap100g/ml)","Amidon (en g) (ap_jour_%)","Vitamine E (en mg) (ap_jour_%)","Vitamine C (en mg) (ap_jour_%)","Vitamine B6 (en mg) (ap_jour_%)","Potassium (en mg) (ap_jour_%)","Chlorure (en mg) (ap_jour_%)","Magnésium (en mg) (ap_jour_%)","Zinc (en mg) (ap_jour_%)","Vitamine A (en µg) (ap100g/ml)","Vitamine K (en µg) (ap100g/ml)","Thiamine (en mg) (ap100g/ml)","Riboflavine (en mg) (ap100g/ml)","Niacine (en mg) (ap100g/ml)","Acide folique (en µg) (ap100g/ml)","Vitamine B12 (en µg) (ap100g/ml)","Acide pantothénique (en mg) (ap100g/ml)","Phosphore (en mg) (ap100g/ml)","Fer (en mg) (ap100g/ml)","Cuivre (en mg) (ap100g/ml)","Manganèse (en mg) (ap100g/ml)","Fluorure (en mg) (ap100g/ml)","Iode (en µg) (ap100g/ml)","Vitamine A (en µg) (ap_jour_%)","Vitamine K (en µg) (ap_jour_%)","Thiamine (en mg) (ap_jour_%)","Riboflavine (en mg) (ap_jour_%)","Niacine (en mg) (ap_jour_%)","Acide folique (en µg) (ap_jour_%)","Vitamine B12 (en µg) (ap_jour_%)","Acide pantothénique (en mg) (ap_jour_%)","Phosphore (en mg) (ap_jour_%)","Fer (en mg) (ap_jour_%)","Cuivre (en mg) (ap_jour_%)","Manganèse (en mg) (ap_jour_%)","Fluorure (en mg) (ap_jour_%)","Iode (en µg) (ap_jour_%)"
"244","Auchan","https://www.auchan.fr/les-300-bio-yaourt-a-la-grecque-nature-450g/pr-288729","adult","LES 300 & BIO Yaourt à la grecque nature 450g","LAIT entier* 86% Crème (LAIT)* 13,3 Poudre de LAIT écrémé* Ferments lactiques (LAIT) *Ingrédients issus de l'agriculture biologique","
            403
        ","
            97
        ","
            8.5
        ","
            5.5
        ","
            2
        ","
            2
        ","
            3.2
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Auchan","https://www.auchan.fr/le-petit-basque-yaourt-a-la-grecque-bio-nature-2x150g/pr-10485","adult","LE PETIT BASQUE Yaourt à la grecque bio nature 2x150g","Ingrédients : LAIT*, CREME de brebis*, poudre de LAIT écrémé*, ferments lactiques (dont LAIT) *ingrédients issus de l'agriculture biologique","
            500
        ","
            120
        ","
            9
        ","
            5.8
        ","
            5.4
        ","
            4
        ","
            4.4
        ","
            0.14
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","0","
            150
        ","0","
            19
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Auchan","https://www.auchan.fr/yaos-yaourt-a-la-grecque-nature-4x125g/pr-159755","adult","YAOS Yaourt à la grecque nature 4x125g","Ingrédients : Ingrédients : LAIT entier (83,1%), crème (12,0%) (LAIT), poudre de LAIT écrémé, ferments lactiques.","
            431
        ","
            104
        ","
            8.4
        ","
            5.6
        ","
            3.4
        ","
            3.4
        ","
            2.9
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Auchan","https://www.auchan.fr/auchan-bio-yaourt-a-la-grecque-nature-2x150g/pr-280110","adult","AUCHAN BIO Yaourt à la grecque nature 2x150g","Lait*  de brebis, crème* de  lait  de brebis, ferments  lactiques .* Ingrédients issus de l'agriculture biologique","
            519.6
        ","
            125.2
        ","
            10
        ","
            7.5
        ","
            4
        ","
            2.8
        ","
            4.8
        ","
            0.11
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.5
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Auchan","https://www.auchan.fr/yaos-yaourt-a-la-grecque-nature-8x125g/pr-208308","adult","Yaos yaourt à la grecque nature 8x125g","Ingrédients : Ingrédients : LAIT entier (83,1%), crème (12,0%) (LAIT), poudre de LAIT écrémé, ferments lactiques.","
            431
        ","
            104
        ","
            8.4
        ","
            5.6
        ","
            3.4
        ","
            3.4
        ","
            2.9
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Auchan","https://www.auchan.fr/yaos-yaourt-a-la-grecque-bio-nature-4x125g/pr-294337","adult","Yaos yaourt à la Grecque bio nature 4x125g","Ingrédients : Ingrédients : LAIT entier* (83,8%) , crème* (15,1%) (LAIT), poudre de LAIT écrémé*, ferments lactiques. *Issu de l'agriculture biologique","
            450
        ","
            108
        ","
            8.5
        ","
            5.7
        ","
            4.8
        ","
            4.8
        ","
            3.2
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Auchan","https://www.auchan.fr/vrai-yaourt-a-la-grecque-bio-2x125g/pr-386822","adult","VRAI Yaourt à la grecque bio 2x125g","Ingrédients : LAIT de brebis* à 10% de matière grasse, ferments lactiques sélectionnés.  * Issu de l'agriculture biologique","
            535
        ","
            129
        ","
            10
        ","
            6.8
        ","
            4.6
        ","
            3.1
        ","
            5.1
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Auchan","https://www.auchan.fr/delta-yaourt-grec-authentique-nature-0-1kg/pr-346917","adult","Delta Yaourt Grec authentique nature 0% 1kg","LAIT de vache écrémé, ferments LACTIQUES","
            240
        ","
            56
        ","
            0
        ","
            0
        ","
            3.8
        ","
            3.8
        ","
            9.6
        ","
            0.12
        ","
            4
        ","
            4
        ","
            
        ","
            
        ","
            2
        ","
            6
        ","
            29
        ","
            3
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Auchan","https://www.auchan.fr/lynos-yaourt-a-la-grecque-au-lait-de-vache-500g/pr-40817","adult","LYNOS Yaourt à la grecque au lait de vache 500g","LAIT de vache&#xa0; pasteurisé, crème légère, protéines de LAIT, ferments lactiques","
            548
        ","
            132
        ","
            10
        ","
            7
        ","
            4.5
        ","
            4
        ","
            6
        ","
            0.28
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Auchan","https://www.auchan.fr/discount-yaourt-a-la-grecque-sur-lit-de-mures-4x150g/pr-211877","adult","DISCOUNT Yaourt à la grecque sur lit de mûres 4x150g","LAIT entier, CREME, fruits (framboise 12%, mûres 10%), sucre 7.9%, fructose, amidons modifiés; arômes; épaississants : E412, E440, E415; colorant : E163; ferments lactiques (contient LAIT), protéines de LAIT","
            522
        ","
            125
        ","
            6.8
        ","
            4.4
        ","
            13.6
        ","
            13
        ","
            2.1
        ","
            0.08
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.4
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Auchan","https://www.auchan.fr/auchan-yaourt-grecque-nature-1kg/pr-314313","adult","Auchan yaourt grecque nature 1kg","Lait  pasteurisé, crème de  lait , ferments  lactiques .   Elaboré à partir de  lait  origine: Grèce    Lait  entier","
            557
        ","
            134
        ","
            10
        ","
            6.2
        ","
            4
        ","
            4
        ","
            7
        ","
            0.18
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.5
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Auchan","https://www.auchan.fr/nestle-yaos-yaourt-a-la-grecque-nature-lit-myrtille-4x150g/pr-115135","adult","Nestlé Yaos yaourt à la grecque nature lit myrtille 4x150g","Ingrédients : Ingrédients : LAIT entier (65,1%), crème (LAIT) (9,2%), sucre (9,6%), myrtille (8,4%), eau, purée de myrtilles (1,6%), poudre de LAIT écrémé, arômes naturels, jus concentré de citron, jus concentré de carottes, correcteurs d'acidité (E331), épaississants (amidon modifié de maïs, pectine, gomme guar), ferments lactiques.","
            528
        ","
            126
        ","
            6.5
        ","
            4.2
        ","
            13.5
        ","
            13
        ","
            2.5
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Auchan","https://www.auchan.fr/nestle-yaos-yaourt-a-la-grecque-nature-450g/pr-167739","adult","Nestlé Yaos yaourt à la grecque nature 450g","Ingrédients: Yaourt au LAIT entier (85,5%), crème (14,5%) (LAIT).","
            431
        ","
            104
        ","
            8.4
        ","
            5.6
        ","
            3.4
        ","
            3.4
        ","
            2.9
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Auchan","https://www.auchan.fr/yaos-yaourt-a-la-grecque-nature-6x150g-eco/pr-271716","adult","Yaos yaourt à la grecque nature 6x150g éco","Ingrédients : LAIT entier (83,1%), crème (12,0%) (LAIT), poudre de LAIT écrémé, ferments lactiques.","
            431
        ","
            104
        ","
            8.4
        ","
            5.6
        ","
            3.4
        ","
            3.4
        ","
            2.9
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Auchan","https://www.auchan.fr/discount-yaourt-a-la-grecque-nature-4x125g/pr-875452","adult","DISCOUNT Yaourt à la grecque nature 4x125g","LAIT écrémé, crème (LAIT), LACTOSE et protéines de LAIT, ferments LACTIQUES.","
            471
        ","
            114
        ","
            10
        ","
            6.5
        ","
            2.8
        ","
            2.8
        ","
            3.2
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Auchan","https://www.auchan.fr/sveltesse-yaourt-a-la-grecque-nature-4x125g/pr-264362","adult","Sveltesse yaourt à la grecque nature 4x125g","Ingrédients :LAIT demi-écrémé (90,7%), crème (4,1%) (LAIT), poudre de LAIT écrémé, proteine de LAIT, ferments lactiques","
            273
        ","
            65
        ","
            2
        ","
            1.3
        ","
            6
        ","
            6
        ","
            5
        ","
            .18
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Auchan","https://www.auchan.fr/panier-de-yoplait-yaourt-sur-lit-de-fruits-panache-6x140g/pr-196339","adult","PANIER DE YOPLAIT Yaourt sur lit de fruits panaché 6x140g","Ingrédients : Yaourt (LAIT écrémé à base de poudre de LAIT - LAIT écrémé -CREME - Poudre de LAIT écrémé - Ferments LACTIQUES (LAIT) - Fruits : Abricot ou Fraise ou Pêche ou Mûre ou Mirabelle 10%, ou Framboise 8% - Sucre 10.2% - Amidon transformé de maïs - Jus de carotte - Jus de citron - Epaississant : Carraghénanes - Arômes naturels - Jus de potiron - Conservateur du fruit : Sorbate de potassium - Antioxydant : Acide ascorbique - Concentré des minéraux du LAIT. LAIT D’ORIGINE FRANCE.","
            392
        ","
            93
        ","
            2.5
        ","
            1.6
        ","
            13.9
        ","
            13.3
        ","
            2.7
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.3
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Auchan","https://www.auchan.fr/panier-de-yoplait-yaourt-aux-fruits-panache-16x130g/pr-303532","adult","PANIER DE YOPLAIT Yaourt aux fruits panaché 16x130g","Ingrédients : Yaourt (LAIT écrémé à base de poudre de LAIT - LAIT écrémé - CREME - Poudre de LAIT écrémé - Ferments LACTIQUES (LAIT)) - Fruits : Fraise 10.8% ou Abricot 10% ou Pêche 10% ou Mûre 8% - Sucre 9.1% - Amidon transformé de maïs - Jus de carotte - Epaississant : Carraghénanes - Arômes naturels - Concentré des minéraux du LAIT. LAIT d’origine France","
            389
        ","
            92
        ","
            2.4
        ","
            1.6
        ","
            13.4
        ","
            12.9
        ","
            3.3
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Auchan","https://www.auchan.fr/auchan-yaourt-brasse-et-mixe-aux-fruits-panache-16x125g/pr-301597","adult","AUCHAN Yaourt brassé et mixé aux fruits panaché 16x125g","Yaourt  au  lait  partiellement écrémé 84%, sucre 7.9%, fruits 5% (fraise ou framboise ou cerise ou abricot ou pêche ou mangue), amidon modifié de maïs, jus concentré de sureau, jus concentré de carotte pourpre, jus concentré de carotte, concentré de carotte et de courge, concentré de carotte et de citrouille , épaississant : carraghénanes , arômes naturels.  Elaboré à partir de lait origine France.   Fabriqué avec des fruits ne provenant pas exclusivement de France.","
            334.74
        ","
            79.36
        ","
            2
        ","
            1.3
        ","
            11.6
        ","
            11.2
        ","
            3.7
        ","
            0.09
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.08
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Auchan","https://www.auchan.fr/auchan-bio-yaourt-aux-fruits-mixes-8x100g/pr-34772","adult","AUCHAN BIO Yaourt aux fruits mixés 8x100g","Lait  entier*, sucre de canne* 7,8%, fruits 5% (abricot*, banane*, framboise*, fraise*), poudre de  lait  écrémé*, amidon natif de maïs, arômes naturels, jus de sureau*, jus de carotte*, jus de citron*, ferments  lactiques  . * biologique  Elaboré à partir de lait origine France","
            367.7
        ","
            87.4
        ","
            3
        ","
            1.9
        ","
            11.7
        ","
            11.5
        ","
            3.4
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-aux-fruits-panache-6x150g/pr-18284","adult","MAMIE NOVA Yaourt brassé aux fruits panaché 6x150g","Ingrédients : LAIT entier, fruits : abricot 18% ou (ananas 11,6% et fruit de la passion 6,4%) ou cerise griotte 18% ou (jus de citron vert 8,2% et mandarine 5%) ou framboise 18% ou pêche du Roussillon 18%, sucre 10%, protéines de LAIT, amidons modifiés, jus concentré de raisin, épaississants : carraghénanes - gomme xanthane - pectine, arômes, CREME, ferments lactiques (LAIT), colorants : extrait de paprika - lutéine - carmin de cochenille.","
            408
        ","
            97
        ","
            2.5
        ","
            1.6
        ","
            15
        ","
            14
        ","
            3.4
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.3
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Auchan","https://www.auchan.fr/danone-veloute-fruix-yaourts-aux-fruits-rouges-brasse-8x125g/pr-908868","adult","Danone Velouté fruix yaourts aux fruits rouges brassé 8x125g","yaourt (LAIT) (84,6%) sucre (8,2% en moyenne) fruits (5%) (framboise, fraise, fruits rouges (mure, fraise, framboise)) épaississant (amidon transformé / E1422) concentré de carotte et de myrtille (dans variété fruits rouges) concentré de carotte et de carotte pourpre (dans variété fraise) concentré de carotte pourpre (dans variété framboise) arômes correcteurs d'acidité (citraite de sodium / E331, acide citrique / E330) LAIT : Origine France","
            394
        ","
            94
        ","
            2.9
        ","
            2
        ","
            13.4
        ","
            12.9
        ","
            3.4
        ","
            0.13
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","0","
            119
        ","0","
            14
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Auchan","https://www.auchan.fr/activia-yaourt-bifidus-saveur-citron-4x125g/pr-264463","adult","Activia Yaourt bifidus saveur citron  4x125g","LAIT entier (Origine : France) sucre (7,8%) LAIT écrémé concentré ou en poudre (Origine : UE) arôme naturel crème (LAIT) (Origine : France) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)","
            390
        ","
            93
        ","
            3.1
        ","
            2
        ","
            12.6
        ","
            12.6
        ","
            3.6
        ","
            0.13
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","0","
            129
        ","0","
            16
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Auchan","https://www.auchan.fr/la-laitiere-yaourt-aux-fruits-patissiers-panache-12x125g/pr-18757","adult","LA LAITIERE Yaourt aux fruits pâtissiers panaché 12x125g","Ingrédients : Ingrédients : Yaourt au LAIT entier (78,2%), sucre (6,8%), Fraise façon tarte : fraises (5,1%) (fraises, purée de fraises), sirop de glucose, morceaux de biscuit* (2,3%), amidon modifié, épaississant (pectine), arôme, colorant (rouge de betterave), conservateur (E202). Fraise façon fraisier : fraises (10,5%), sirop de glucose-fructose, amidon modifié, épaississants (pectine, gomme guar), arôme, colorant (carmins), conservateur (E202). Framboise façon charlotte : sirop de glucose, framboises (5,1%) (framboises, purée de framboises), morceaux de biscuit* (2,3%), amidon modifié, épaississant (pectine), arôme, concentrés de betterave rouge, carottes, aronia et raisins, conservateur (E202). Pomme façon tarte tatin : pommes (10,2%) (pommes, purée de pommes), morceaux de biscuit* (2,0%), sirop de glucose-fructose, sirop de sucre caramélisé, amidon modifié, stabilisant (pectine), arôme, conservateur (E202). Abricot façon crumble : sirop de glucose, abricots (5,1%) (abricots, purée d'abricots), morceaux de biscuit* (2,3%), amidon modifié, épaississant (pectine), arôme, colorant (bêta-carotène), conservateur (E202). Poire façon amandine : poires (5,9%) (poires, purée de poires), sirop de glucose, morceaux de biscuit* (2,3%), pâte d'amande (0,7%) (amande, sucre, eau, sirop de glucose), épaississants (pectine, gomme guar), arôme, conservateur (E202). *Morceaux de biscuit : sucre, farine de blé (GLUTEN), farine de riz, blanc d'OEUF, farine de haricot, amidon de blé (GLUTEN), fécule de pomme de terre, matière grasse de tournesol, arôme, épaississant (E401), sel. [Traces éventuelles de FRUIT(S) À COQUE :]","
            458
        ","
            109
        ","
            2.9
        ","
            1.8
        ","
            16.7
        ","
            13.5
        ","
            3.3
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
